logicalName,suggestedDomain,suggestedCategory,matchedBy
msdyn_smartassistconfig_msdyn_appconfig,GENERAL,Custom,fallback
msdyn_solutioncomponentcountdatasource,GENERAL,Custom,fallback
msdyn_solutioncomponentcountsummary,GENERAL,Custom,fallback
msdyn_solutioncomponentdatasource,GENERAL,Custom,fallback
msdyn_solutioncomponentsummary,GENERAL,Custom,fallback
msdyn_solutionhealthrule,GENERAL,Custom,fallback
msdyn_solutionhealthruleargument,GENERAL,Custom,fallback
msdyn_solutionhealthruleset,GENERAL,Custom,fallback
msdyn_solutionhistory,GENERAL,Custom,fallback
msdyn_solutionhistorydatasource,GENERAL,Custom,fallback
msdyn_soundfile,GENERAL,Custom,fallback
msdyn_soundnotificationsetting,GENERAL,Custom,fallback
msdyn_stakeholderresearchoutput,GENERAL,Custom,fallback
msdyn_submodeldefinition,GENERAL,Custom,fallback
msdyn_suggestedactivity,GENERAL,Custom,fallback
msdyn_suggestedactivitydatasource,GENERAL,Custom,fallback
msdyn_suggestedcontact,CCSP CONTACTPERSONEN,Custom,kw:contact
msdyn_suggestedcontactsdatasource,CCSP CONTACTPERSONEN,Custom,kw:contact
msdyn_suggestionassignmentrule,GENERAL,Custom,fallback
msdyn_suggestioninteraction,GENERAL,Custom,fallback
msdyn_suggestionprincipalobjectaccess,GENERAL,Custom,fallback
msdyn_suggestionrequestpayload,GENERAL,Custom,fallback
msdyn_suggestionsellerpriority,GENERAL,Custom,fallback
msdyn_suggestionsmodelsummary,GENERAL,Custom,fallback
msdyn_suggestionssetting,GENERAL,Custom,fallback
msdyn_summarysynthesizerinput,GENERAL,Custom,fallback
msdyn_summarysynthesizeroutput,GENERAL,Custom,fallback
msdyn_surveyconfig,GENERAL,Custom,fallback
msdyn_surveysetting,GENERAL,Custom,fallback
msdyn_swarm,GENERAL,Custom,fallback
msdyn_swarmparticipant,GENERAL,Custom,fallback
msdyn_swarmparticipantrule,GENERAL,Custom,fallback
msdyn_swarmrole,GENERAL,Custom,fallback
msdyn_swarmskill,GENERAL,Custom,fallback
msdyn_swarmtemplate,GENERAL,Custom,fallback
msdyn_systemuser_msdyn_omnichannelqueue,GENERAL,Custom,fallback
msdyn_taggedrecord,GENERAL,Custom,fallback
msdyn_targetcustomerprofileprefillagenttrigger,GENERAL,Custom,fallback
msdyn_tcpprefillagentresult,GENERAL,Custom,fallback
msdyn_teamschatassociation,GENERAL,Custom,fallback
msdyn_teamschatsuggestion,GENERAL,Custom,fallback
msdyn_teamscollaboration,GENERAL,Custom,fallback
msdyn_teamsdialeradminsettings,GENERAL,Custom,fallback
msdyn_templatecontextvariable,GENERAL,Custom,fallback
msdyn_templatecontextvariable_msdyn_template,GENERAL,Custom,fallback
msdyn_templateforproperties,GENERAL,Custom,fallback
msdyn_templateparameter,GENERAL,Custom,fallback
msdyn_templateruleset,GENERAL,Custom,fallback
msdyn_templatetags,GENERAL,Custom,fallback
msdyn_templatevariablebatchoperation,GENERAL,Custom,fallback
msdyn_timelinepin,GENERAL,Custom,fallback
msdyn_timespent,GENERAL,Custom,fallback
msdyn_timetracker,GENERAL,Custom,fallback
msdyn_tour,GENERAL,Custom,fallback
msdyn_trainingresult,GENERAL,Custom,fallback
msdyn_transcript,GENERAL,Custom,fallback
msdyn_triggersalesagent,GENERAL,Custom,fallback
msdyn_unifiedroutingdiagnostic,GENERAL,Custom,fallback
msdyn_unifiedroutingrun,GENERAL,Custom,fallback
msdyn_unifiedroutingsetuptracker,GENERAL,Custom,fallback
msdyn_untrackedappointment,VERGADERBEHEER,Custom,kw:appointment
msdyn_upgraderun,GENERAL,Custom,fallback
msdyn_upgradestep,GENERAL,Custom,fallback
msdyn_upgradeversion,GENERAL,Custom,fallback
msdyn_urnotificationtemplate,GENERAL,Custom,fallback
msdyn_urnotificationtemplatemapping,GENERAL,Custom,fallback
msdyn_usagemetric,GENERAL,Custom,fallback
msdyn_usagereporting,GENERAL,Custom,fallback
msdyn_usersetting,GENERAL,Custom,fallback
msdyn_virtualtablecolumncandidate,GENERAL,Custom,fallback
msdyn_visitorjourney,GENERAL,Custom,fallback
msdyn_vivacustomerlist,GENERAL,Custom,fallback
msdyn_vivaentitysetting,GENERAL,Custom,fallback
msdyn_vivaorgextensioncred,GENERAL,Custom,fallback
msdyn_vivaorgsetting,GENERAL,Custom,fallback
msdyn_vivausersetting,GENERAL,Custom,fallback
msdyn_wallsavedquery,GENERAL,Custom,fallback
msdyn_wallsavedqueryusersettings,GENERAL,Custom,fallback
msdyn_warranty,GENERAL,Custom,fallback
msdyn_wkwcolleaguesforcompany,CCSP ORGANISATIES,Custom,kw:company
msdyn_wkwcolleaguesforcontact,CCSP CONTACTPERSONEN,Custom,kw:contact
msdyn_wkwconfig,GENERAL,Custom,fallback
msdyn_workflowactionstatus,PROCESMANAGER,Custom,kw:workflow
msdyn_worklistsuggestion,GENERAL,Custom,fallback
msdyn_worklistsuggestionsource,GENERAL,Custom,fallback
msdyn_worklistviewconfiguration,GENERAL,Custom,fallback
msdyn_workqueuerecord,GENERAL,Custom,fallback
msdyn_workqueuestate,GENERAL,Custom,fallback
msdyn_workqueueusersetting,GENERAL,Custom,fallback
msdyn_workstream_bot_mapping,GENERAL,Custom,fallback
msdyn_wqdatasource,GENERAL,Custom,fallback
msdynce_botcontent,WEBCONTENT,Custom,kw:content
msdyncrm_addtocalendarstyle,GENERAL,Custom,fallback
msdyncrm_basestyle,GENERAL,Custom,fallback
msdyncrm_buttonstyle,GENERAL,Custom,fallback
msdyncrm_codestyle,GENERAL,Custom,fallback
msdyncrm_columnstyle,GENERAL,Custom,fallback
msdyncrm_contentblockstyle,WEBCONTENT,Custom,kw:content
msdyncrm_dividerstyle,GENERAL,Custom,fallback
msdyncrm_generalstyles,GENERAL,Custom,fallback
msdyncrm_imagestyle,GENERAL,Custom,fallback
msdyncrm_layoutstyle,GENERAL,Custom,fallback
msdyncrm_qrcodestyle,GENERAL,Custom,fallback
msdyncrm_textstyle,GENERAL,Custom,fallback
msdyncrm_videostyle,GENERAL,Custom,fallback
msdynmkt_byoacschannelinstance,GENERAL,Custom,fallback
msdynmkt_byoacschannelinstanceaccount,CCSP ORGANISATIES,Custom,kw:account
msdynmkt_catalogeventstatusconfiguration,EVENEMENTEN,Custom,kw:event
msdynmkt_configuration,GENERAL,Custom,fallback
msdynmkt_eventmetadata,EVENEMENTEN,Custom,kw:event
msdynmkt_eventmetadata_sdkmessageprocessingstep,EVENEMENTEN,Custom,kw:event
msdynmkt_eventparametermetadata,EVENEMENTEN,Custom,kw:event
msdynmkt_experimentv2,GENERAL,Custom,fallback
msdynmkt_featureconfiguration,GENERAL,Custom,fallback
msdynmkt_infobipchannelinstance,GENERAL,Custom,fallback
msdynmkt_infobipchannelinstanceaccount,CCSP ORGANISATIES,Custom,kw:account
msdynmkt_linkmobilitychannelinstance,GENERAL,Custom,fallback
msdynmkt_linkmobilitychannelinstanceaccount,CCSP ORGANISATIES,Custom,kw:account
msdynmkt_metadataentityrelationship,GENERAL,Custom,fallback
msdynmkt_metadataitem,GENERAL,Custom,fallback
msdynmkt_metadatastorestate,GENERAL,Custom,fallback
msdynmkt_mocksmsproviderchannelinstance,GENERAL,Custom,fallback
msdynmkt_mocksmsproviderchannelinstanceaccount,CCSP ORGANISATIES,Custom,kw:account
msdynmkt_predefinedplaceholder,GENERAL,Custom,fallback
msdynmkt_telesignchannelinstance,GENERAL,Custom,fallback
msdynmkt_telesignchannelinstanceaccount,CCSP ORGANISATIES,Custom,kw:account
msdynmkt_trackingcontext,GENERAL,Custom,fallback
msdynmkt_twiliochannelinstance,GENERAL,Custom,fallback
msdynmkt_twiliochannelinstanceaccount,CCSP ORGANISATIES,Custom,kw:account
msdynmkt_vibeschannelinstance,GENERAL,Custom,fallback
msdynmkt_vibeschannelinstanceaccount,CCSP ORGANISATIES,Custom,kw:account
msfp_alert,GENERAL,Custom,fallback
msfp_alertrule,GENERAL,Custom,fallback
msfp_emailtemplate,GENERAL,Custom,fallback
msfp_fileresponse,GENERAL,Custom,fallback
msfp_localizedemailtemplate,GENERAL,Custom,fallback
msfp_project,GENERAL,Custom,fallback
msfp_question,GENERAL,Custom,fallback
msfp_questionresponse,GENERAL,Custom,fallback
msfp_satisfactionmetric,GENERAL,Custom,fallback
msfp_survey,GENERAL,Custom,fallback
msfp_surveyinvite,GENERAL,Custom,fallback
msfp_surveyreminder,GENERAL,Custom,fallback
msfp_surveyresponse,GENERAL,Custom,fallback
msfp_unsubscribedrecipient,GENERAL,Custom,fallback
msgraphresourcetosubscription,GENERAL,Standard,fallback
mspcat_catalogsubmissionfiles,PRODUCTENCATALOGUS P30,Custom,kw:catalog
mspcat_packagestore,GENERAL,Custom,fallback
mspp_accesscontrolrule_publishingstate,GENERAL,Custom,fallback
mspp_adplacement,GENERAL,Custom,fallback
mspp_columnpermission,GENERAL,Custom,fallback
mspp_columnpermissionprofile,GENERAL,Custom,fallback
mspp_columnpermissionprofile_webrole,WEBCONTENT,Custom,kw:web
mspp_contentsnippet,WEBCONTENT,Custom,kw:content
mspp_entityform,GENERAL,Custom,fallback
mspp_entityformmetadata,GENERAL,Custom,fallback
mspp_entitylist,GENERAL,Custom,fallback
mspp_entitypermission,GENERAL,Custom,fallback
mspp_entitypermission_webrole,WEBCONTENT,Custom,kw:web
mspp_pagetemplate,WEBCONTENT,Custom,kw:page
mspp_pollplacement,GENERAL,Custom,fallback
mspp_powerpagescoreentityds,WEBCONTENT,Custom,kw:page
mspp_publishingstate,GENERAL,Custom,fallback
mspp_publishingstatetransitionrule,GENERAL,Custom,fallback
mspp_publishingstatetransitionrule_webrole,WEBCONTENT,Custom,kw:web
mspp_redirect,GENERAL,Custom,fallback
mspp_shortcut,GENERAL,Custom,fallback
mspp_sitemarker,GENERAL,Custom,fallback
mspp_sitesetting,GENERAL,Custom,fallback
mspp_webfile,WEBCONTENT,Custom,kw:web
mspp_webform,WEBCONTENT,Custom,kw:web
mspp_webformmetadata,WEBCONTENT,Custom,kw:web
mspp_webformstep,WEBCONTENT,Custom,kw:web
mspp_weblink,WEBCONTENT,Custom,kw:web
mspp_weblinkset,WEBCONTENT,Custom,kw:web
mspp_webpage,WEBCONTENT,Custom,kw:web
mspp_webpageaccesscontrolrule,WEBCONTENT,Custom,kw:web
mspp_webpageaccesscontrolrule_webrole,WEBCONTENT,Custom,kw:web
mspp_webrole,WEBCONTENT,Custom,kw:web
mspp_website,WEBCONTENT,Custom,kw:web
mspp_websiteaccess,WEBCONTENT,Custom,kw:web
mspp_websiteaccess_webrole,WEBCONTENT,Custom,kw:web
mspp_websitelanguage,WEBCONTENT,Custom,kw:web
mspp_webtemplate,WEBCONTENT,Custom,kw:web
multientitysearch,GENERAL,Standard,fallback
multientitysearchentities,GENERAL,Standard,fallback
multiselectattributeoptionvalues,GENERAL,Standard,fallback
navigationsetting,GENERAL,Standard,fallback
new_bpf_5f511b4eb3af478d80028efd4fbc1483,GENERAL,Standard,fallback
newprocess,PROCESMANAGER,Standard,kw:process
nlsqregistration,GENERAL,Standard,fallback
notification,GENERAL,Standard,fallback
nrq_candidacy,GENERAL,Custom,fallback
nrq_legislature,GENERAL,Custom,fallback
nrq_organisationtype,CCSP ORGANISATIES,Custom,kw:organisation
nrq_workgroup,GENERAL,Custom,fallback
nrq_workgroupfunction,GENERAL,Custom,fallback
nrq_workgroupmember,GENERAL,Custom,fallback
nrq_workgroupmembersubfunction,GENERAL,Custom,fallback
nrq_workgrouporganisationtypefunction,CCSP ORGANISATIES,Custom,kw:organisation
nrq_workgroupperiod,INNAME OPENBAAR DOMEIN,Custom,kw:iod
nrq_workgroupsubfunction,GENERAL,Custom,fallback
nrq_workgroupsubfunction_nrq_workgroupf,GENERAL,Custom,fallback
nrq_workgrouptype,GENERAL,Custom,fallback
officedocument,GENERAL,Standard,fallback
officegraphdocument,GENERAL,Standard,fallback
offlinecommanddefinition,GENERAL,Standard,fallback
opportunity,GENERAL,Standard,exact
opportunityclose,GENERAL,Standard,fallback
opportunitycompetitors,GENERAL,Standard,fallback
opportunityproduct,PRODUCTENCATALOGUS P30,Standard,kw:product
opportunitysalesprocess,PROCESMANAGER,Standard,kw:process
optionset,GENERAL,Standard,fallback
orderclose,GENERAL,Standard,fallback
organization,CCSP ORGANISATIES,Standard,kw:organization
organizationdatasyncfnostate,CCSP ORGANISATIES,Standard,kw:organization
organizationdatasyncstate,CCSP ORGANISATIES,Standard,kw:organization
organizationdatasyncsubscription,CCSP ORGANISATIES,Standard,kw:organization
organizationdatasyncsubscriptionentity,CCSP ORGANISATIES,Standard,kw:organization
organizationdatasyncsubscriptionfnotable,CCSP ORGANISATIES,Standard,kw:organization
organizationsetting,CCSP ORGANISATIES,Standard,kw:organization
organizationstatistic,CCSP ORGANISATIES,Standard,kw:organization
organizationui,CCSP ORGANISATIES,Standard,kw:organization
orginsightsmetric,GENERAL,Standard,fallback
orginsightsnotification,GENERAL,Standard,fallback
owner,GENERAL,Standard,fallback
ownermapping,GENERAL,Standard,fallback
package,GENERAL,Standard,fallback
package_solution,GENERAL,Standard,fallback
packagehistory,GENERAL,Standard,fallback
partnerapplication,GENERAL,Standard,fallback
pdfsetting,GENERAL,Standard,fallback
personaldocumenttemplate,CCSP PERSONEN,Standard,kw:person
phonecall,GENERAL,Standard,exact
phonetocaseprocess,BEHEER VAN ZAKEN EN DOSSIERS,Standard,kw:case
picklistmapping,GENERAL,Standard,fallback
plannerbusinessscenario,GENERAL,Standard,fallback
plannersyncaction,GENERAL,Standard,fallback
plugin,GENERAL,Standard,fallback
pluginassembly,GENERAL,Standard,fallback
pluginpackage,GENERAL,Standard,fallback
plugintracelog,GENERAL,Standard,fallback
plugintype,GENERAL,Standard,fallback
plugintypestatistic,GENERAL,Standard,fallback
position,GENERAL,Standard,fallback
post,GENERAL,Standard,fallback
postcomment,GENERAL,Standard,fallback
postfollow,GENERAL,Standard,fallback
postlike,GENERAL,Standard,fallback
postregarding,GENERAL,Standard,fallback
postrole,GENERAL,Standard,fallback
powerbidataset,GENERAL,Standard,fallback
powerbidatasetapdx,GENERAL,Standard,fallback
powerbimashupparameter,GENERAL,Standard,fallback
powerbireport,GENERAL,Standard,fallback
powerbireportapdx,GENERAL,Standard,fallback
powerfxrule,GENERAL,Standard,fallback
powerpagecomponent,WEBCONTENT,Standard,kw:page
powerpagecomponent_mspp_webrole_account,CCSP ORGANISATIES,Standard,kw:account
powerpagecomponent_mspp_webrole_contact,CCSP CONTACTPERSONEN,Standard,kw:contact
powerpagecomponent_powerpagecomponent,WEBCONTENT,Standard,kw:page
powerpagecomponent_webrole_systemuser,WEBCONTENT,Standard,kw:web
powerpagesddosalert,WEBCONTENT,Standard,kw:page
powerpagesite,WEBCONTENT,Standard,kw:page
powerpagesite_dvfilesearch,WEBCONTENT,Standard,kw:page
powerpagesite_dvtablesearch,WEBCONTENT,Standard,kw:page
powerpagesitelanguage,WEBCONTENT,Standard,kw:page
powerpagesitepublished,WEBCONTENT,Standard,kw:page
powerpageslog,WEBCONTENT,Standard,kw:page
powerpagesmanagedidentity,WEBCONTENT,Standard,kw:page
powerpagesscanreport,WEBCONTENT,Standard,kw:page
powerpagessiteaifeedback,WEBCONTENT,Standard,kw:page
powerpagessourcefile,WEBCONTENT,Standard,kw:page
pricelevel,GENERAL,Standard,fallback
principalattributeaccessmap,GENERAL,Standard,fallback
principalentitybusinessunitmap,CCSP ORGANISATIES,Standard,kw:businessunit
principalentitymap,GENERAL,Standard,fallback
principalobjectaccess,GENERAL,Standard,fallback
principalobjectaccessreadsnapshot,GENERAL,Standard,fallback
principalobjectattributeaccess,GENERAL,Standard,fallback
principalsyncattributemap,GENERAL,Standard,fallback
privilege,GENERAL,Standard,fallback
privilegecheckerlog,GENERAL,Standard,fallback
privilegecheckerrun,GENERAL,Standard,fallback
privilegeobjecttypecodes,GENERAL,Standard,fallback
privilegesremovalsetting,GENERAL,Standard,fallback
processorregistration,PROCESMANAGER,Standard,kw:process
processsession,PROCESMANAGER,Standard,kw:process
processstage,PROCESMANAGER,Standard,kw:process
processstageparameter,PROCESMANAGER,Standard,kw:process
processtrigger,PROCESMANAGER,Standard,kw:process
product,PRODUCTENCATALOGUS P30,Standard,kw:product
productassociation,PRODUCTENCATALOGUS P30,Standard,kw:product
productpricelevel,PRODUCTENCATALOGUS P30,Standard,kw:product
productsalesliterature,PRODUCTENCATALOGUS P30,Standard,kw:product
productsubstitute,PRODUCTENCATALOGUS P30,Standard,kw:product
provisionlanguageforuser,GENERAL,Standard,fallback
publisher,GENERAL,Standard,fallback
publisheraddress,GENERAL,Standard,fallback
qbx_digitaaltekenenenverzendenpakket,GENERAL,Custom,fallback
qbx_digitaaltekenenenverzendenstatusmapping,GENERAL,Custom,fallback
qbx_digitalsignsendparameters,GENERAL,Custom,fallback
qbx_documentpakket,GENERAL,Custom,fallback
quarterlyfiscalcalendar,GENERAL,Standard,fallback
queue,GENERAL,Standard,fallback
queueitem,GENERAL,Standard,fallback
queueitemcount,GENERAL,Standard,fallback
queuemembercount,GENERAL,Standard,fallback
queuemembership,GENERAL,Standard,fallback
quote,GENERAL,Standard,fallback
quoteclose,GENERAL,Standard,fallback
quotedetail,GENERAL,Standard,fallback
ratingmodel,GENERAL,Standard,fallback
ratingvalue,GENERAL,Standard,fallback
recentlyused,GENERAL,Standard,fallback
recommendeddocument,GENERAL,Standard,fallback
reconciliationentityinfo,GENERAL,Standard,fallback
reconciliationentitystepinfo,GENERAL,Standard,fallback
reconciliationinfo,GENERAL,Standard,fallback
recordcountsnapshot,GENERAL,Standard,fallback
recordfilter,GENERAL,Standard,fallback
recurrencerule,GENERAL,Standard,fallback
recurringappointmentmaster,VERGADERBEHEER,Standard,kw:appointment
recyclebinconfig,GENERAL,Standard,fallback
relationship,GENERAL,Standard,fallback
relationshipattribute,GENERAL,Standard,fallback
relationshiprole,GENERAL,Standard,fallback
relationshiprolemap,GENERAL,Standard,fallback
replicationbacklog,GENERAL,Standard,fallback
report,GENERAL,Standard,fallback
reportcategory,GENERAL,Standard,fallback
reportentity,GENERAL,Standard,fallback
reportlink,GENERAL,Standard,fallback
reportparameter,GENERAL,Standard,fallback
reportvisibility,GENERAL,Standard,fallback
resource,GENERAL,Standard,fallback
resourcegroup,GENERAL,Standard,fallback
resourcegroupdatasource,GENERAL,Standard,fallback
resourcegroupexpansion,GENERAL,Standard,fallback
resourcespec,GENERAL,Standard,fallback
retaineddataexcel,GENERAL,Standard,fallback
retentioncleanupinfo,GENERAL,Standard,fallback
retentioncleanupoperation,GENERAL,Standard,fallback
retentionconfig,GENERAL,Standard,fallback
retentionfailuredetail,GENERAL,Standard,fallback
retentionoperation,GENERAL,Standard,fallback
retentionoperationdetail,GENERAL,Standard,fallback
retentionsuccessdetail,GENERAL,Standard,fallback
revokeinheritedaccessrecordstracker,GENERAL,Standard,fallback
ribbonclientmetadata,GENERAL,Standard,fallback
ribboncommand,GENERAL,Standard,fallback
ribboncontextgroup,GENERAL,Standard,fallback
ribboncustomization,GENERAL,Standard,fallback
ribbondiff,GENERAL,Standard,fallback
ribbonmetadatatoprocess,PROCESMANAGER,Standard,kw:process
ribbonrule,GENERAL,Standard,fallback
ribbontabtocommandmap,GENERAL,Standard,fallback
role,GENERAL,Standard,fallback
roleeditorlayout,GENERAL,Standard,fallback
roleprivileges,GENERAL,Standard,fallback
roletemplate,GENERAL,Standard,fallback
roletemplateprivileges,GENERAL,Standard,fallback
rollupfield,GENERAL,Standard,fallback
rollupjob,GENERAL,Standard,fallback
rollupproperties,GENERAL,Standard,fallback
routingrule,GENERAL,Standard,fallback
routingruleitem,GENERAL,Standard,fallback
runtimedependency,GENERAL,Standard,fallback
sa_suggestedaction,GENERAL,Standard,fallback
sa_suggestedactioncriteria,GENERAL,Standard,fallback
sales_linkedin_configuration,GENERAL,Standard,fallback
sales_linkedin_profileassociations,GENERAL,Standard,fallback
sales_linkedin_users_signedin_status,GENERAL,Standard,fallback
sales_lisn_users_signedin_status,GENERAL,Standard,fallback
salesliterature,GENERAL,Standard,fallback
salesliteratureitem,GENERAL,Standard,fallback
salesorder,GENERAL,Standard,fallback
salesorderdetail,GENERAL,Standard,fallback
salesprocessinstance,PROCESMANAGER,Standard,kw:process
savedorginsightsconfiguration,GENERAL,Standard,fallback
savedquery,GENERAL,Standard,fallback
savedqueryvisualization,GENERAL,Standard,fallback
savingrule,GENERAL,Standard,fallback
sdkmessage,GENERAL,Standard,fallback
sdkmessagefilter,GENERAL,Standard,fallback
sdkmessagepair,GENERAL,Standard,fallback
sdkmessageprocessingstep,PROCESMANAGER,Standard,kw:process
sdkmessageprocessingstepimage,PROCESMANAGER,Standard,kw:process
sdkmessageprocessingstepsecureconfig,PROCESMANAGER,Standard,kw:process
sdkmessagerequest,GENERAL,Standard,fallback
sdkmessagerequestfield,GENERAL,Standard,fallback
sdkmessageresponse,GENERAL,Standard,fallback
sdkmessageresponsefield,GENERAL,Standard,fallback
searchattributesettings,GENERAL,Standard,fallback
searchcustomanalyzer,GENERAL,Standard,fallback
searchrelationshipsettings,GENERAL,Standard,fallback
searchresultscache,GENERAL,Standard,fallback
searchtelemetry,GENERAL,Standard,fallback
semiannualfiscalcalendar,GENERAL,Standard,fallback
sensitivitylabel,GENERAL,Standard,fallback
service,GENERAL,Standard,fallback
serviceappointment,VERGADERBEHEER,Standard,kw:appointment
servicecontractcontacts,CONTRACTEN,Standard,kw:contract
serviceendpoint,GENERAL,Standard,fallback
serviceplan,GENERAL,Standard,fallback
serviceplanappmodules,GENERAL,Standard,fallback
serviceplancustomcontrol,GENERAL,Standard,fallback
serviceplanmapping,GENERAL,Standard,fallback
settingdefinition,GENERAL,Standard,fallback
sgw_actie,GENERAL,Custom,fallback
sgw_categorieverlenging,GENERAL,Custom,fallback
sgw_servicebuslog,GENERAL,Custom,fallback
sgw_servicebuslogidtype,GENERAL,Custom,fallback
sgw_servicebuslogtype,GENERAL,Custom,fallback
sgw_vraagopenbaarheidvanbestuur,GENERAL,Custom,fallback
sgw_vraagopenbaarheidvanbestuurbusinessprocessflow,PROCESMANAGER,Custom,kw:process
sharedlinksetting,GENERAL,Standard,fallback
sharedobject,GENERAL,Standard,fallback
sharedobjectsforread,GENERAL,Standard,fallback
sharedworkspace,GENERAL,Standard,fallback
sharedworkspaceaccesstoken2,GENERAL,Standard,fallback
sharedworkspacepool,GENERAL,Standard,fallback
sharepointdata,GENERAL,Standard,fallback
sharepointdocument,GENERAL,Standard,fallback
sharepointdocumentlocation,GENERAL,Standard,fallback
sharepointmanagedidentity,GENERAL,Standard,fallback
sharepointsite,GENERAL,Standard,fallback
sideloadedaiplugin,GENERAL,Standard,fallback
signal,GENERAL,Standard,fallback
signalregistration,GENERAL,Standard,fallback
similarityrule,GENERAL,Standard,fallback
site,GENERAL,Standard,fallback
sitemap,GENERAL,Standard,fallback
sla,GENERAL,Standard,fallback
slaitem,GENERAL,Standard,fallback
slakpiinstance,GENERAL,Standard,fallback
socialactivity,GENERAL,Standard,fallback
socialinsightsconfiguration,GENERAL,Standard,fallback
socialprofile,GENERAL,Standard,fallback
solution,GENERAL,Standard,fallback
solutioncomponent,GENERAL,Standard,fallback
solutioncomponentattributeconfiguration,GENERAL,Standard,fallback
solutioncomponentbatchconfiguration,GENERAL,Standard,fallback
solutioncomponentconfiguration,GENERAL,Standard,fallback
solutioncomponentdefinition,GENERAL,Standard,fallback
solutioncomponentrelationshipconfiguration,GENERAL,Standard,fallback
solutionhistorydata,GENERAL,Standard,fallback
sourcecontrolbranchconfiguration,GENERAL,Standard,fallback
sourcecontrolcomponent,GENERAL,Standard,fallback
sourcecontrolcomponentpayload,GENERAL,Standard,fallback
sourcecontrolconfiguration,GENERAL,Standard,fallback
sqlencryptionaudit,GENERAL,Standard,fallback
stagedentity,PROCESMANAGER,Standard,kw:stage
stagedentityattribute,PROCESMANAGER,Standard,kw:stage
stagedmetadataasyncoperation,PROCESMANAGER,Standard,kw:stage
stagedsourcecontrolcomponent,PROCESMANAGER,Standard,kw:stage
stagesolutionupload,PROCESMANAGER,Standard,kw:stage
statusmap,GENERAL,Standard,fallback
stringmap,GENERAL,Standard,fallback
subject,GENERAL,Standard,fallback
subscription,GENERAL,Standard,fallback
subscriptionclients,GENERAL,Standard,fallback
subscriptionmanuallytrackedobject,GENERAL,Standard,fallback
subscriptionstatisticsoffline,GENERAL,Standard,fallback
subscriptionstatisticsoutlook,GENERAL,Standard,fallback
subscriptionsyncentryoffline,GENERAL,Standard,fallback
subscriptionsyncentryoutlook,GENERAL,Standard,fallback
subscriptionsyncinfo,GENERAL,Standard,fallback
subscriptiontrackingdeletedobject,GENERAL,Standard,fallback
suggestioncardtemplate,GENERAL,Standard,fallback
supportusertable,GENERAL,Standard,fallback
svc_archivecreator,GENERAL,Custom,fallback
svc_ccp_contract_account,CONTRACTEN,Custom,kw:contract
svc_ccp_contract_contact,CONTRACTEN,Custom,kw:contract
svc_digitalfile,GENERAL,Custom,fallback
svc_digitalfile_ccp_agendaitem,VERGADERBEHEER,Custom,kw:agenda
svc_digitalfile_ccp_contract,CONTRACTEN,Custom,kw:contract
svc_digitalfile_ccp_event,EVENEMENTEN,Custom,kw:event
svc_digitalfile_ccp_grant,SUBSIDIES,Custom,kw:grant
svc_digitalfile_ccp_keyword,GENERAL,Custom,fallback
svc_digitalfile_ccp_permit,INNAME OPENBAAR DOMEIN,Custom,kw:permit
svc_digitalfile_ccp_record,GENERAL,Custom,fallback
svc_digitalfile_contact,CCSP CONTACTPERSONEN,Custom,kw:contact
svc_digitalfile_incident,MELDINGEN,Custom,kw:incident
svc_digitalfile_svc_digitalfile,GENERAL,Custom,fallback
svc_digitalfilecategory,GENERAL,Custom,fallback
svc_emaildigitalfile,GENERAL,Custom,fallback
svc_formselector,GENERAL,Custom,fallback
svc_letterdigitalfile,GENERAL,Custom,fallback
svc_magdadocumentservice,GENERAL,Custom,fallback
svc_orgaan,GENERAL,Custom,fallback
svc_phonecalldigitalfile,GENERAL,Custom,fallback
svc_processlog,PROCESMANAGER,Custom,kw:process
svc_relatedactionmultipleyearplan,GENERAL,Custom,fallback
svc_relatedteamdigitalfile,GENERAL,Custom,fallback
svc_sgw_actie_svc_digitalfile,GENERAL,Custom,fallback
svc_svc_digitalfile_account,CCSP ORGANISATIES,Custom,kw:account
svc_teamwithreadrightscontract,CONTRACTEN,Custom,kw:contract
synapsedatabase,GENERAL,Standard,fallback
synapselinkexternaltablestate,GENERAL,Standard,fallback
synapselinkprofile,GENERAL,Standard,fallback
synapselinkprofileentity,GENERAL,Standard,fallback
synapselinkprofileentitystate,GENERAL,Standard,fallback
synapselinkschedule,GENERAL,Standard,fallback
syncattributemapping,GENERAL,Standard,fallback
syncattributemappingprofile,GENERAL,Standard,fallback
syncerror,GENERAL,Standard,fallback
systemapplicationmetadata,GENERAL,Standard,fallback
systemform,GENERAL,Standard,fallback
systemuser,GENERAL,Standard,exact
systemuserauthorizationchangetracker,GENERAL,Standard,fallback
systemuserbusinessunitentitymap,CCSP ORGANISATIES,Standard,kw:businessunit
systemuserlicenses,GENERAL,Standard,fallback
systemusermanagermap,GENERAL,Standard,fallback
systemuserprincipals,GENERAL,Standard,fallback
systemuserprofiles,GENERAL,Standard,fallback
systemuserroles,GENERAL,Standard,fallback
systemusersyncmappingprofiles,GENERAL,Standard,fallback
t365_portalbusinessrule,GENERAL,Standard,fallback
tag,GENERAL,Standard,fallback
taggedflowsession,GENERAL,Standard,fallback
taggedprocess,PROCESMANAGER,Standard,kw:process
task,GENERAL,Standard,exact
tdsmetadata,GENERAL,Standard,fallback
team,GENERAL,Standard,exact
teammembership,GENERAL,Standard,fallback
